model,stat,rule,n,mae,bias,slope,corr,q5_bias
qb,interceptions,D:blend a=0.75,692,0.6569905190178613,0.06442224462346702,0.8816837237337009,0.16810122604705482,0.09728072357129935
qb,passing_tds,current(prod),692,0.9491231160345452,0.08725524572667087,1.3774019848076653,0.2937980970322186,-0.04317328808866305
qb,passing_tds,raw_glm,692,0.8971886698872271,0.021130428869130524,0.9650597337984356,0.36861064584560954,0.16510858505385362
qb,passing_tds,trailing_only,692,0.9993685305784296,0.1553358192119576,0.4193656188502568,0.22354387965376188,0.8445121951219512
qb,passing_tds,A:shrink->trailing,692,0.9359945396873854,0.08358124538580025,0.7982303147764507,0.30347888504333004,0.2288801434111578
qb,passing_tds,B:coldstart_style,692,0.9100854060871415,0.035428754961521536,0.8844935350419422,0.3461866644629666,0.20689190648701716
qb,passing_tds,D:blend a=0.25,692,0.9633206275293064,0.12178447162625083,0.562894481620218,0.26480004448675354,0.4881055223940238
qb,passing_tds,D:blend a=0.50,692,0.9331454963089373,0.08823312404054406,0.7330497239543343,0.30867381158604856,0.35260915262336057
qb,passing_tds,D:blend a=0.75,692,0.9116246006070504,0.054681776454837294,0.8896771704922287,0.34705758102121875,0.21525670089724924
qb,passing_yards,current(prod),692,77.53919731244345,23.765631626111514,1.28484508433674,0.3969280187647942,21.617250391127698
qb,passing_yards,raw_glm,692,72.18097142209673,14.263353763939335,0.812667786681893,0.503589710110736,47.51553762402119
qb,passing_yards,trailing_only,692,74.86228656901255,10.20475408517322,0.6615052053868674,0.4598246111384614,44.37410071942449
qb,passing_yards,A:shrink->trailing,692,72.84836216428506,13.012729578242642,0.7976465146804859,0.4812486607379825,35.39435316377808
qb,passing_yards,B:coldstart_style,692,71.251915087921,11.382625218351052,0.7881028101865059,0.5169242563888183,44.11672552846676
qb,passing_yards,D:blend a=0.25,692,72.9251661475544,11.219404004864742,0.7565243643394837,0.49028361119914904,44.84343625573274
qb,passing_yards,D:blend a=0.50,692,71.86665568945827,12.234053924556292,0.8259517238142752,0.5107588267068528,43.28387015612006
